Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef,,
20232,117.0793511,293.2887024,0.028780068,0.028780068,201.2790248,0.247231879,-11.80248198,-26.13090669,-26.15490033,-14.87769436,1,0.000621921,0.46015827,-4.999997155,121.0107951,0,,
20234,117.414715,294.4555975,0.028780068,0.028780068,201.2995746,0.247245706,-11.80248198,-26.06410742,-26.08810106,-14.94537001,1,0.197813432,0.431812812,-4.999922107,111.5407504,0,,
20236,117.5593142,294.8707843,0.028780068,0.028780068,201.3077101,0.247250506,-11.80248198,-26.03530553,-26.05929916,-15.00299877,1,0.709618218,0.37993125,-4.999557404,108.4366287,-2,,
20238,117.6095042,295.0141359,0.028780068,0.028780068,201.3105265,0.24725169,-11.80248198,-26.02530846,-26.04930209,-15.05102498,1,0.708900141,0.3795771,-4.999991826,107.4460507,2,,
20240,117.6267457,295.0571016,0.029085051,0.029085051,202.5754374,0.259001042,-11.78081017,-26.02161462,-26.04612744,-15.0921063,1,0.489062574,0.503376726,-4.954104366,0.074253375,0,,
20242,126.6367512,303.0670868,0.03,0.03,206.7385282,0.341215234,-11.71579476,-24.26686154,-24.29118916,-14.96207213,1,0.500335951,0.285145923,-4.842069916,0.003401899,0,,
20244,126.8139476,303.5886373,0.03,0.03,206.7487004,0.341223068,-11.71579476,-24.23392613,-24.25825375,-14.84586741,1,0.492250905,0.283759341,-4.809214061,0.001979306,0,,
20246,126.8618674,303.7309603,0.03,0.03,206.7514604,0.341227519,-11.71579476,-24.22501931,-24.24934693,-14.75528808,1,0.81221913,0.283186814,-4.817661854,0.002178051,0,,
20248,126.8819432,303.7827894,0.03,0.03,206.7525535,0.341230398,-11.71579476,-24.22128783,-24.24561544,-14.68640786,1,0.599257774,0.283489332,-4.796743228,0.000158182,0,,
20250,126.8942346,303.8117218,0.03,0.03,207.3054091,0.340074482,-11.58489525,-24.21900323,-24.24333085,-14.63097609,1,0.885454276,0.29461404,-4.607986473,0.008605113,0,,
20252,128.9254602,303.9414616,0.03,0.03,208.6645015,0.333478287,-11.27946306,-23.8414604,-23.86578801,-14.49773221,1,0.98456288,0.286097817,-4.412376052,0.001317364,2,,
20254,129.16276,304.3614667,0.03,0.03,208.6759193,0.33349938,-11.27946306,-23.79735362,-23.82168123,-14.39634359,1,0.677288414,0.28731866,-4.34465661,0.000405336,2,,
20256,129.2779138,304.6490552,0.03,0.03,208.6821404,0.33350766,-11.27946306,-23.77595005,-23.80027765,-14.31815897,1,0.884452763,0.287726369,-4.315477752,0.016061032,0,,
20258,129.3178269,304.7652978,0.03,0.03,208.684432,0.333510997,-11.27946306,-23.76853141,-23.79285901,-14.25859178,1,0.533497529,0.287468438,-4.316793646,0.001472342,0,,
20260,129.3342716,304.8111075,0.03,0.03,207.0397754,0.355613747,-11.05997735,-23.76547485,-23.78980245,-14.20994986,1,0.497855804,0.300158297,-2.694468342,9.71E-06,0,,
20262,130.9653915,315.4408918,0.03,0.03,205.1668705,0.43168738,-10.79171705,-23.46229945,-23.48662707,-13.96100533,1,0.497405621,0.24208143,-2.345867847,3.84E-05,0,,
20264,131.5996075,318.2230847,0.03,0.03,205.2095621,0.431714883,-10.79171705,-23.34441806,-23.36874566,-13.78531805,1,0.495400241,0.238212744,-2.283853938,2.45E-07,2,,
20266,131.7481127,318.8570854,0.03,0.03,205.2194127,0.431724902,-10.79171705,-23.31681548,-23.34114308,-13.65765061,1,0.497006009,0.237381308,-2.269043203,2.43E-07,0,,
20268,131.7896913,319.0109767,0.03,0.03,205.2219729,0.431729984,-10.79171705,-23.30908729,-23.33341488,-13.56639312,1,0.495260155,0.237220429,-2.263479241,4.11E-06,2,,
20270,131.8075975,319.0665949,0.029900496,0.029900496,205.8819698,0.433571776,-10.81018226,-23.30583842,-23.33000734,-13.49762546,1,0.539013016,0.336417065,-2.219254736,0.000282275,0,,
20272,139.7409558,321.0817582,0.029004955,0.029004955,212.1070543,0.468501602,-10.97636914,-21.89036052,-21.91158485,-13.40085419,1,0.493904021,0.229731411,-2.35379196,1.44E-09,2,,
20274,139.5363257,319.9404124,0.029004955,0.029004955,212.0893676,0.468499014,-10.97636914,-21.92585867,-21.94708301,-13.31476745,1,0.116551895,0.230257913,-2.380951191,0.009758747,2,,
20276,139.4965576,319.7318377,0.029004955,0.029004955,212.0860559,0.468501001,-10.97636914,-21.93275744,-21.95398178,-13.25379458,1,0.468247414,0.23142512,-2.376404239,0.000440002,0,,
20278,139.4969376,319.7100834,0.029004955,0.029004955,212.0858639,0.468503018,-10.97636914,-21.93269152,-21.95391585,-13.21147119,1,0.493737579,0.231586595,-2.375664459,1.76E-06,0,,
20280,139.5026057,319.6993096,0.029850743,0.029850743,214.6275396,0.441136605,-11.00676455,-21.93107884,-21.95356196,-13.18010916,1,0.94033613,0.242254307,-3.036274239,0.000276944,0,,
20282,139.0287918,313.0805343,0.03,0.03,215.0010829,0.404120137,-11.01212844,-22.01316252,-22.03586778,-13.21134605,1,0.49630396,0.259707715,-3.185405726,7.63E-06,0,,
20284,138.7690474,311.715099,0.03,0.03,214.9799364,0.404117961,-11.01212844,-22.0582216,-22.08092687,-13.23423929,1,0.937377974,0.262382496,-3.220372545,0.008425077,0,,
20286,138.7231112,311.4889366,0.03,0.03,214.9763313,0.404116882,-11.01212844,-22.06619038,-22.08889565,-13.25190266,1,0.49403752,0.262131548,-3.214024164,7.95E-06,0,,
20288,138.7141883,311.4536977,0.03,0.03,214.9757073,0.404116227,-11.01212844,-22.06773827,-22.09044354,-13.26505684,1,0.495079163,0.262201915,-3.214707397,6.46E-06,2,,
20290,138.7116778,311.4475321,0.03,0.03,215.3442569,0.402179897,-10.988701,-22.06817378,-22.09087905,-13.27507865,1,0.494149143,0.323925923,-3.87101823,1.33E-07,0,,
20292,142.9544454,306.0898916,0.03,0.03,222.465334,0.32664683,-10.54357954,-21.3321608,-21.35486604,-13.20961518,1,0.717128194,0.30433271,-3.816112444,0.005523469,0,,
20294,143.0010958,305.0993209,0.03,0.03,222.45814,0.326667599,-10.54357954,-21.32406814,-21.34677339,-13.15651887,1,0.511760718,0.305196201,-3.817034204,0.001038109,0,,
20296,143.0754139,305.1595247,0.03,0.03,222.4614363,0.326674475,-10.54357954,-21.31117582,-21.33388107,-13.11744199,1,0.503267526,0.305774249,-3.807656936,0.000207531,0,,
20298,143.1131408,305.2411232,0.03,0.03,222.463569,0.326677305,-10.54357954,-21.30463114,-21.32733639,-13.08687707,1,0.745622373,0.30703182,-3.800131729,0.025030174,0,,
20300,143.1270682,305.284948,0.029578186,0.029578186,222.4873527,0.296633182,-10.57933474,-21.30253164,-21.3246038,-13.06310518,1,0.98776878,0.294858035,-4.522721325,0.00282896,2,,
20302,139.8096051,299.5073844,0.029503748,0.029503748,222.3121329,0.255998848,-10.58564448,-21.87808355,-21.90004399,-13.11504365,1,0.537699329,0.345095387,-4.748468344,0.002447743,0,,
20304,139.5899357,298.6768224,0.029503748,0.029503748,222.2960365,0.255996225,-10.58564448,-21.91619064,-21.93815109,-13.16307535,1,0.989734331,0.348981599,-4.769324534,0.00216758,2,,
20306,139.541992,298.5189814,0.029503748,0.029503748,222.2927357,0.255994536,-10.58564448,-21.92450765,-21.9464681,-13.20321938,1,0.873903817,0.348625816,-4.803152535,0.015793767,0,,
20308,139.5276809,298.482125,0.029503748,0.029503748,222.2918436,0.255993384,-10.58564448,-21.92699028,-21.94895073,-13.23609076,1,0.688685988,0.348686672,-4.7858653,5.10E-07,0,,
20310,139.5204708,298.4662078,0.029548775,0.029548775,222.241901,0.253192987,-10.57476357,-21.92820728,-21.95023525,-13.26385606,1,0.989602436,0.13611737,-4.479502882,0.000934505,0,,
20312,135.3384951,291.9816577,0.02995402,0.02995402,221.5791732,0.200004533,-10.47683533,-22.67000211,-22.69343205,-13.33057389,1,0.68411117,0.44078255,-4.999934495,43.80744015,0,,
20314,135.178404,291.269478,0.02995402,0.02995402,221.5668235,0.200006401,-10.47683533,-22.69874827,-22.72217823,-13.39599159,1,0.135102069,0.481584529,-4.999942166,44.5506413,0,,
20316,135.1750015,291.2091536,0.02995402,0.02995402,221.5661736,0.200006642,-10.47683533,-22.69935921,-22.72278917,-13.45324587,1,0.001438745,0.491411489,-4.999999423,44.40369464,2,,
20318,135.1818432,291.2183204,0.02995402,0.02995402,221.5665186,0.200006267,-10.47683533,-22.69813071,-22.72156067,-13.50296026,1,0.911897151,0.427556339,-4.998785604,44.56519842,-2,,
20320,135.184207,291.2247719,0.029963216,0.029963216,221.6606435,0.201521144,-10.43703101,-22.69769907,-22.72114342,-13.54608198,1,0.12218361,0.51052584,-4.999909853,17.14176502,0,,
20322,136.8100568,293.2713061,0.03,0.03,222.1172215,0.215142089,-10.27781374,-22.4057306,-22.42923252,-13.53638908,1,0.116756105,0.427234189,-4.999970946,10.80670422,0,,
20324,136.9881635,293.7303307,0.03,0.03,222.1280126,0.215148442,-10.27781374,-22.37374953,-22.39725145,-13.52763414,1,0.033677965,0.424730559,-4.999993909,9.564812608,0,,
20326,137.0646379,293.9097866,0.03,0.03,222.1324901,0.215151464,-10.27781374,-22.3600177,-22.38351962,-13.52078112,1,0.008199912,0.423743343,-4.99999875,9.07874756,2,,
20328,137.0963979,293.9830143,0.03,0.03,222.1343377,0.215152844,-10.27781374,-22.35431482,-22.37781674,-13.51533031,1,0.320309756,0.413062037,-4.999991872,8.844518716,2,,
20330,137.1123741,294.0193506,0.03,0.03,219.5914123,0.214815085,-10.23635134,-22.35144612,-22.37494803,-13.51067188,1,0.98999825,0.320218241,-4.999541799,10.53779613,2,,
20332,133.2593018,293.5394561,0.03,0.03,218.0751709,0.214111802,-10.21402543,-23.04330874,-23.06681067,-13.51957167,1,0.989877712,0.387592994,-4.996829013,19.03628771,2,,
20334,133.3648036,293.95717,0.03,0.03,218.0827206,0.214113417,-10.21402543,-23.0243647,-23.04786663,-13.53413983,1,0.378657646,0.41666871,-4.999467241,15.87516829,0,,
20336,133.4012011,294.0626572,0.03,0.03,218.0849983,0.214114085,-10.21402543,-23.01782911,-23.04133104,-13.54670516,1,0.785421942,0.398167655,-4.999461695,15.72290563,0,,
20338,133.4100361,294.0826908,0.03,0.03,218.085504,0.214114262,-10.21402543,-23.01624269,-23.03974462,-13.5575151,1,0.280625264,0.420241717,-4.999913104,15.63955936,0,,
20340,133.4121873,294.0877313,0.03,0.03,214.3432038,0.211757832,-9.839060787,-23.01585642,-23.03935835,-13.56673221,1,0.989996901,0.326409245,-4.99955313,21.67033377,2,,
20342,128.4864473,293.5011464,0.03,0.03,212.9178531,0.207801034,-9.714072571,-23.9230595,-23.94738712,-13.54253685,1,0.005914343,0.446542291,-4.999998252,18.86239343,0,,
20344,128.8602186,294.5315728,0.03,0.03,212.939779,0.207816091,-9.714072571,-23.85358683,-23.87791444,-13.53534978,1,0.383176734,0.414194828,-4.999350249,14.98408578,0,,
20346,129.0408549,294.9707252,0.03,0.03,212.9498783,0.207823323,-9.714072571,-23.82001205,-23.84433966,-13.53088708,1,0.840404758,0.389132739,-4.999297149,13.48903726,0,,
20348,129.1186685,295.1569601,0.03,0.03,212.954201,0.207826614,-9.714072571,-23.80554889,-23.82987649,-13.52796317,1,0.379056525,0.409091374,-4.999575466,12.75444577,0,,
20350,129.1558999,295.2459622,0.03,0.03,213.747429,0.233969595,-9.858554596,-23.7986287,-23.8229563,-13.52581368,1,0.972216768,0.394057032,-3.546748698,0.003334646,0,,
20352,136.3248888,306.0172844,0.03,0.03,214.7427486,0.302883561,-9.976767162,-22.49284799,-22.51634992,-13.41702789,1,0.503922774,0.303195575,-3.449074866,0.000162048,0,,
20354,136.4287138,306.9156368,0.03,0.03,214.7541102,0.302877044,-9.976767162,-22.47420504,-22.49770696,-13.31430239,1,0.560933445,0.300516872,-3.444880925,0.007093408,0,,
20356,136.4155119,306.9665952,0.03,0.03,214.7540912,0.302876601,-9.976767162,-22.4765756,-22.50007752,-13.23059762,1,0.634464728,0.302914544,-3.444308306,0.006182631,0,,
20358,136.4109763,306.9568696,0.03,0.03,214.7538495,0.302877832,-9.976767162,-22.47739002,-22.50089194,-13.16432337,1,0.631364069,0.301574871,-3.449493259,0.00459042,0,,
20360,136.4143364,306.9659353,0.029695696,0.029695696,215.5188231,0.303693824,-9.93170863,-22.47701293,-22.50006233,-13.10994486,1,0.987575771,0.374321581,-2.901331626,0.002474008,2,,
20362,147.6426406,313.645835,0.026956962,0.026956962,222.9185728,0.319119019,-9.526181851,-20.54048851,-20.5582013,-12.8910735,1,0.496137882,0.290055722,-2.705500909,8.90E-06,0,,
20364,148.0685129,314.168441,0.026956962,0.026956962,222.9406767,0.319143225,-9.526181851,-20.46911154,-20.48682433,-12.70387675,1,0.973968373,0.285694058,-2.676903769,0.004970838,0,,
20366,148.2186049,314.5038263,0.026956962,0.026956962,222.9501874,0.319153996,-9.526181851,-20.44395585,-20.46166864,-12.55691399,1,0.496347341,0.28633491,-2.668758079,2.64E-05,0,,
20368,148.2833953,314.6581151,0.026956962,0.026956962,222.9544008,0.319159619,-9.526181851,-20.43309686,-20.45080965,-12.44380444,1,0.665918722,0.286070433,-2.664242702,3.10E-05,2,,
20370,148.3185702,314.7234986,0.027869874,0.027869874,220.4533414,0.307891707,-9.445881116,-20.42656793,-20.44554784,-12.34982439,1,0.494819094,0.057957991,-3.858202391,1.19E-05,0,,
20372,133.7971395,303.1317513,0.03,0.03,214.0227906,0.244026769,-9.258512733,-22.9467339,-22.97023583,-12.38803553,1,0.495198541,0.334814208,-3.850235688,3.22E-05,0,,
20374,133.7656859,302.8726838,0.03,0.03,214.0194721,0.244034512,-9.258512733,-22.95238176,-22.97588369,-12.44745034,1,0.506006466,0.336459649,-3.833230752,0.000290191,0,,
20376,133.8193685,302.9622741,0.03,0.03,214.022146,0.244036853,-9.258512733,-22.94274244,-22.96624437,-12.49827649,1,0.866215372,0.33509433,-3.839664448,0.011461472,0,,
20378,133.8449833,303.0233963,0.03,0.03,214.0235773,0.244037241,-9.258512733,-22.93814301,-22.96164494,-12.54141001,1,0.507384953,0.336289751,-3.821954827,0.000516036,0,,
20380,133.8525576,303.0451276,0.03,0.03,216.2289786,0.233028466,-9.180607108,-22.93678296,-22.96028489,-12.57748419,1,0.496903349,0.365004452,-4.570578103,0.00012424,0,,
20382,135.2486181,297.883667,0.03,0.03,218.4428293,0.199996496,-9.102701483,-22.68610456,-22.70960647,-12.61586484,1,0.494194558,0.37864637,-4.742243899,9.87E-05,2,,
20384,135.0818044,296.8694498,0.03,0.03,218.4279243,0.200000599,-9.102701483,-22.71605782,-22.73955975,-12.64835821,1,0.971990611,0.381493023,-4.755282397,0.000146711,0,,
20386,135.0872895,296.7973362,0.03,0.03,218.4275125,0.200002165,-9.102701483,-22.71507292,-22.73857485,-12.67761221,1,0.668036143,0.381273363,-4.757155599,0.001093252,0,,
20388,135.10346,296.822963,0.03,0.03,218.4283355,0.200002672,-9.102701483,-22.71216931,-22.73567124,-12.70329483,1,0.919081741,0.381943386,-4.7404286,0.000989215,0,,
20390,135.1124253,296.8718922,0.028529784,0.028529784,221.7888046,0.200002677,-9.242342652,-22.71167969,-22.73294122,-12.72572519,1,0.962679762,0.398974633,-4.149804687,0.005799436,0,,
20392,139.9602645,299.3204165,0.028366426,0.028366426,222.3769821,0.200008255,-9.257858338,-21.852778,-21.87307832,-12.73703879,1,0.494745136,0.379036449,-4.183768594,6.31E-05,0,,
20394,139.8790889,299.0716445,0.028366426,0.028366426,222.3713552,0.200003859,-9.257858338,-21.86685991,-21.88716023,-12.73711087,1,0.494071672,0.378967797,-4.204820552,3.19E-06,0,,
20396,139.8187871,298.9417744,0.028366426,0.028366426,222.3677155,0.200001728,-9.257858338,-21.87732076,-21.89762108,-12.73660668,1,0.493152919,0.379414938,-4.213252035,8.33E-05,0,,
20398,139.7913062,298.8810689,0.028366426,0.028366426,222.3660416,0.200000727,-9.257858338,-21.88208801,-21.90238833,-12.73591144,1,0.494823518,0.379638296,-4.217376744,7.13E-05,0,,
20400,139.7790864,298.8554295,0.028290999,0.028290999,222.2448038,0.200162715,-9.243011134,-21.88426037,-21.90445562,-12.73517726,1,0.506103814,0.371493902,-3.815482328,2.67E-05,2,,
20402,139.3119089,301.9374523,0.026857887,0.026857887,219.9708712,0.206475098,-8.960914271,-21.96630197,-21.984501,-12.68931952,1,0.640560815,0.361457377,-3.584484728,9.26E-06,2,,
20404,139.7268102,303.1020967,0.026857887,0.026857887,219.9996319,0.206484488,-8.960914271,-21.89432708,-21.9125261,-12.65389022,1,0.557884326,0.356096637,-3.541905637,0.024398915,0,,
20406,139.8713737,303.4711337,0.026857887,0.026857887,220.0092435,0.206489188,-8.960914271,-21.86924896,-21.88744797,-12.62431489,1,0.985139654,0.356796322,-3.518611861,0.011822921,0,,
20408,139.9350765,303.6220544,0.026857887,0.026857887,220.0133494,0.206491743,-8.960914271,-21.85819815,-21.87639716,-12.59924894,1,0.493974587,0.358190283,-3.513334246,1.46E-05,0,,
20410,139.9670141,303.6771967,0.027643416,0.027643416,217.9594644,0.20643435,-8.900709171,-21.8520945,-21.87142008,-12.57724953,1,0.492797842,0.140423206,-4.776645772,0.003167744,0,,
20412,129.3968801,298.7015864,0.03,0.03,211.3967653,0.20601719,-8.720093872,-23.75383784,-23.77816545,-12.59062333,1,0.495211851,0.363495595,-4.60804373,0.000863957,0,,
20414,129.5268497,299.19395,0.03,0.03,211.4053464,0.206023839,-8.720093872,-23.72968045,-23.75400805,-12.6220428,1,0.495132319,0.363015379,-4.561086079,2.82E-05,0,,
20416,129.6089142,299.4007695,0.03,0.03,211.4099057,0.206026625,-8.720093872,-23.71442718,-23.73875478,-12.64987979,1,0.49339196,0.362429315,-4.53919257,2.73E-05,0,,
20418,129.6429461,299.4883235,0.03,0.03,211.4118106,0.206027679,-8.720093872,-23.70810169,-23.73242929,-12.6740939,1,0.495125516,0.362220597,-4.529571457,2.37E-05,0,,
20420,129.6580813,299.5273152,0.03,0.03,205.1298546,0.203483552,-9.010516462,-23.70528851,-23.72961611,-12.69549921,1,0.650285314,0.291694975,-4.999983648,9.241492097,2,,
20422,122.2507537,297.9120107,0.03,0.03,204.5514343,0.200701131,-9.025801861,-25.10900272,-25.13418611,-12.79732136,1,0.639841009,0.382940467,-4.994542598,9.061746442,0,,
20424,122.1508822,298.0384923,0.03,0.03,204.549101,0.200690163,-9.025801861,-25.12821875,-25.15340214,-12.89343058,1,0.794306672,0.378021554,-4.994894849,10.30431547,0,,
20426,122.0619414,297.8601912,0.03,0.03,204.544749,0.200683987,-9.025801861,-25.14533164,-25.17051503,-12.97498948,1,0.616159569,0.386085779,-4.995107319,11.25988279,0,,
20428,122.0048746,297.7239275,0.03,0.03,204.5417847,0.200680458,-9.025801861,-25.15631173,-25.18149512,-13.04361273,1,0.666477084,0.384895192,-4.999980564,11.55832625,2,,
20430,121.9684081,297.6758516,0.028218756,0.028218756,203.2181948,0.200527446,-8.909713849,-25.16472452,-25.18711522,-13.10458225,1,0.495218719,0.358451339,-4.036892889,0.000122551,2,,
20432,122.4189389,304.7127113,0.026041679,0.026041679,201.6896316,0.199987839,-8.767828501,-25.07974558,-25.09872299,-13.112302,1,0.519695053,0.339685661,-3.576325002,0.000665566,0,,
20434,122.9548743,306.6493401,0.026041679,0.026041679,201.7274201,0.199994557,-8.767828501,-24.97662754,-24.99560493,-13.1204224,1,0.494843453,0.33501192,-3.469874538,2.51E-05,0,,
20436,123.1073653,307.1589888,0.026041679,0.026041679,201.7377355,0.199997848,-8.767828501,-24.94728711,-24.9662645,-13.12726625,1,0.525631296,0.333508126,-3.440712904,0.0001734,0,,
20438,123.1626615,307.3254578,0.026041679,0.026041679,201.7412881,0.199999434,-8.767828501,-24.9366477,-24.95562509,-13.13341222,1,0.511516096,0.33366376,-3.424754021,0.000624811,0,,
20440,123.1829749,307.3846073,0.025888894,0.025888894,201.7579399,0.200000105,-8.751834571,-24.93284402,-24.95161185,-13.13891668,1,0.985757744,0.359847228,-2.430461047,0.004030854,2,,
20442,126.7412337,314.070479,0.022985975,0.022985975,202.2630734,0.199973265,-8.447949898,-24.25246338,-24.26674709,-13.07704753,1,0.488690966,0.320204235,-2.189515253,6.50E-07,0,,
20444,127.2977909,315.8179125,0.022985975,0.022985975,202.3063003,0.199983706,-8.447949898,-24.14901638,-24.16330008,-13.02026162,1,0.496435956,0.314957485,-2.128987485,2.05E-05,0,,
20446,127.5027581,316.4241133,0.022985975,0.022985975,202.3217212,0.199989352,-8.447949898,-24.11091924,-24.12520294,-12.97147704,1,0.495670323,0.313301594,-2.107081539,3.39E-07,2,,
20448,127.5850191,316.6526091,0.022985975,0.022985975,202.3277095,0.199992373,-8.447949898,-24.09562944,-24.10991314,-12.93038556,1,0.502565604,0.312615748,-2.089416373,0.000179483,0,,
20450,127.6281906,316.8305171,0.019830055,0.019830055,204.7443567,0.206141929,-8.600038987,-24.08935861,-24.10013544,-12.89419765,1,0.552772736,0.486317529,-1.17500813,0.00298246,0,,
20452,138.4107017,330.2353538,0.018130713,0.018130713,206.7940207,0.218910981,-8.681933112,-22.12759029,-22.13588604,-12.79772955,1,0.983216052,0.27074296,-1.050785442,4.70E-05,2,,
20454,139.1533358,332.262693,0.018130713,0.018130713,206.8717677,0.218905614,-8.681933112,-21.99876204,-22.00705778,-12.69073426,1,0.503675574,0.270894572,-1.025077614,5.39E-05,0,,
20456,139.2438855,332.6338307,0.018130713,0.018130713,206.8841563,0.218904593,-8.681933112,-21.98305396,-21.99134969,-12.5970339,1,0.496626048,0.269607593,-1.021367634,1.53E-05,0,,
20458,139.2523061,332.6875597,0.018130713,0.018130713,206.8857568,0.218905085,-8.681933112,-21.98159319,-21.98988892,-12.51641894,1,0.495312159,0.269383334,-1.026260271,1.23E-05,0,,
20460,139.2512922,332.6160513,0.021554269,0.021554269,207.1032444,0.211812738,-8.912373974,-21.98000634,-21.99182756,-12.44714389,1,0.535305824,0.179031058,-2.025097235,0.000101263,0,,
20462,132.3302791,318.4511274,0.022695454,0.022695454,206.7176006,0.200025131,-8.989187595,-23.21515002,-23.22866914,-12.4977326,1,0.495823623,0.304923634,-2.347971598,3.67E-05,0,,
20464,131.374731,315.053409,0.022695454,0.022695454,206.6342047,0.200015616,-8.989187595,-23.39141704,-23.40534204,-12.55091203,1,0.983083775,0.320977695,-2.426076293,0.035955316,0,,
20466,131.0851911,314.0917804,0.022695454,0.022695454,206.6100121,0.200010393,-8.989187595,-23.44523366,-23.45915867,-12.59769408,1,0.909051921,0.321010234,-2.47959316,0.014358624,0,,
20468,130.9792237,313.7723413,0.022695454,0.022695454,206.6016282,0.200007386,-8.989187595,-23.46492976,-23.47885477,-12.6381998,1,0.618034275,0.321559052,-2.487562773,0.010562335,0,,
20470,130.9385728,313.6549581,0.023024506,0.023024506,207.0871485,0.200005629,-9.011749353,-23.47226907,-23.486627,-12.67309832,1,0.9899452,0.332143815,-3.299815534,0.000778096,2,,
20472,132.4329047,306.8481156,0.025985972,0.025985972,211.4637995,0.200019801,-9.214805176,-23.19463133,-23.21226594,-12.73193843,1,0.988892618,0.348280204,-3.624849463,0.001454363,2,,
20474,131.8425353,304.7041473,0.025985972,0.025985972,211.4186663,0.200012487,-9.214805176,-23.30230193,-23.32055608,-12.77767339,1,0.719320083,0.348101725,-3.719210714,0.000239116,0,,
20476,131.6702212,304.1384426,0.025985972,0.025985972,211.4062853,0.200008405,-9.214805176,-23.33432984,-23.352584,-12.81746544,1,0.505694828,0.348668573,-3.748948917,0.000151251,0,,
20478,131.6092188,303.9670461,0.025985972,0.025985972,211.4022213,0.200006076,-9.214805176,-23.34566833,-23.36392249,-12.85159466,1,0.951905334,0.349316247,-3.759682768,0.000159159,2,,
20480,131.5826043,303.9002336,0.026017635,0.026017635,211.8520393,0.200004649,-9.203114229,-23.35059266,-23.36889183,-12.88125262,1,0.973336014,0.412170857,-3.598735962,0.005227894,0,,
20482,140.2507071,303.7435867,0.026619221,0.026619221,220.7768275,0.199979308,-8.980986241,-21.80360518,-21.82148225,-12.83635601,1,0.770813565,0.363427462,-3.602066529,0.008785713,0,,
20484,140.2169831,302.8330898,0.026619221,0.026619221,220.7653406,0.199987161,-8.980986241,-21.80945543,-21.82733251,-12.78571979,1,0.495723116,0.364103704,-3.617451929,1.12E-05,0,,
20486,140.2444854,302.7890776,0.026619221,0.026619221,220.7659156,0.199991407,-8.980986241,-21.80468447,-21.82256156,-12.74350611,1,0.502498897,0.364668581,-3.606829305,3.69E-05,0,,
20488,140.2879271,302.8710454,0.026619221,0.026619221,220.7685167,0.199993744,-8.980986241,-21.79714844,-21.81502552,-12.70778352,1,0.801886945,0.363109145,-3.589892614,0.016598826,0,,
20490,140.3144559,302.9499728,0.025226298,0.025226298,219.884981,0.213314075,-9.122388302,-21.79342724,-21.80954258,-12.6769369,1,0.988137827,0.380099584,-2.574139468,0.007293312,0,,
20492,144.9141878,314.3057457,0.023523837,0.023523837,219.1440369,0.259198266,-9.295213042,-20.99989377,-21.01338319,-12.59734439,1,0.524675615,0.301065988,-2.433979517,0.00147189,0,,
20494,145.2905292,316.2186682,0.023523837,0.023523837,219.1867659,0.259188964,-9.295213042,-20.93681828,-20.95030769,-12.51924847,1,0.502100473,0.296237529,-2.415885317,0.000187894,0,,
20496,145.3098552,316.4466283,0.023523837,0.023523837,219.1908668,0.259186624,-9.295213042,-20.93357922,-20.94706862,-12.45244528,1,0.496513097,0.295830996,-2.416325933,7.74E-06,0,,
20498,145.2948671,316.4413804,0.023523837,0.023523837,219.1902052,0.25918654,-9.295213042,-20.93609124,-20.94958065,-12.39608773,1,0.979857281,0.296293021,-2.418705648,0.001189594,2,,
20500,145.2883754,316.4111719,0.024169511,0.024169511,219.4716337,0.263497209,-9.186465753,-20.93678882,-20.95105914,-12.34965835,1,0.635680611,0.317291549,-2.402502735,0.004505962,0,,
20502,146.6720734,316.6802891,0.026106531,0.026106531,220.3736113,0.293627839,-8.860223887,-20.70370716,-20.72032023,-12.20519016,1,0.509522688,0.289485311,-2.294873254,0.000573289,0,,
20504,147.0070585,317.2343091,0.026106531,0.026106531,220.3928887,0.293648183,-8.860223887,-20.64756306,-20.66417614,-12.09196056,1,0.513175384,0.287933934,-2.271309739,0.000382864,0,,
20506,147.1608077,317.5846537,0.026106531,0.026106531,220.4028928,0.293656729,-8.860223887,-20.62179443,-20.6384075,-12.00246433,1,0.569188414,0.286636181,-2.255032332,0.004465096,0,,
20508,147.2250002,317.7428595,0.026106531,0.026106531,220.4072135,0.293660838,-8.860223887,-20.61103565,-20.62764872,-11.93194717,1,0.517807833,0.286758114,-2.25442676,0.00044961,0,,
20510,147.2568592,317.8053235,0.026885225,0.026885225,220.0927415,0.299605614,-8.919908144,-20.60516366,-20.62284143,-11.87309707,1,0.496476966,0.252937167,-2.303422427,1.21E-06,2,,
20512,145.1066377,316.8738639,0.03,0.03,218.7423637,0.353105954,-9.158645175,-20.96341526,-20.98535182,-11.8601826,1,0.579179983,0.274368985,-2.373209092,0.009403234,0,,
20514,144.9093285,316.5561576,0.03,0.03,218.7323826,0.353094404,-9.158645175,-20.99648464,-21.0184212,-11.8500462,1,0.539877899,0.275742512,-2.386653098,0.015569981,0,,
20516,144.8437378,316.3939119,0.03,0.03,218.7285465,0.353091437,-9.158645175,-21.00747776,-21.02941432,-11.84143838,1,0.891074082,0.273358117,-2.39369343,0.033531487,0,,
20518,144.8251752,316.3396939,0.03,0.03,218.7273858,0.353090836,-9.158645175,-21.01058888,-21.03252545,-11.83467781,1,0.778582186,0.274962899,-2.387416212,0.002606847,0,,
