Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef
43734,129.351116460803,289.44200396418,0.0292551247086298,0.0292551247086298,216.197249947496,0.200006759379087,-11.1362073563236,-23.7629403247011,-23.7860750809537,-14.3713678151716,1,0.00375514463564025,0.541153429707512,-4.99999810742375,132.910786811578,2
43736,129.292178983896,289.279640840996,0.0292551247086298,0.0292551247086298,216.193620370002,0.200004749197785,-11.136207356332,-23.7738950019325,-23.7970297592053,-14.3965215784455,1,0.296783026760136,0.508329946067858,-4.99988677427281,134.318671915776,0
43738,129.269027466951,289.224475899046,0.0292551247086298,0.0292551247086298,216.192268347874,0.200003553908349,-11.1362073563393,-23.7781981620371,-23.8013329195834,-14.4180959047714,1,0.0574359318493319,0.536936809873881,-4.99996120287498,134.531893945615,0
43740,129.258109201487,289.216841816276,0.0283462962792415,0.0283462962792415,219.177020127183,0.200002804996772,-11.0849987045045,-23.7809247795375,-23.8026650465672,-14.4367720895381,1,0.280432587483125,0.666843372019149,-4.99997189886077,47.7876628643639,0
43742,136.116419086573,292.186907334726,0.0275200886161612,0.0275200886161612,222.201275103114,0.199988576893412,-11.0384453846381,-22.5321431969276,-22.5519208966711,-14.4031862596335,1,0.989915708166331,0.398838716289613,-4.9986304513154,49.9302647743827,-2
43744,136.185103775075,292.102738375202,0.0275200886161612,0.0275200886161612,222.203132989982,0.199992179777902,-11.0384453846249,-22.5198100847827,-22.5395877867238,-14.3638036238155,1,0.989966941286819,0.396447066073951,-4.99973652337948,49.0389941404017,2
43746,136.211028439906,292.14448642173,0.0275200886161612,0.0275200886161612,222.204582874793,0.19999425396961,-11.0384453846136,-22.5151550186171,-22.5349327205391,-14.3303280909311,1,0.989967937967101,0.396809658370523,-4.99973430864465,48.3592498780675,2
43748,136.231719763693,292.185486683607,0.0275200886161612,0.0275200886161612,222.205818244781,0.199995550088408,-11.038445384604,-22.5114396579627,-22.5312173597472,-14.3014865639572,1,0.989970525870909,0.396710596610499,-4.99973057913528,48.0353877103852,-2
43750,136.242963912286,292.201223063016,0.0279924526892733,0.0279924526892733,221.586999891642,0.199996374713834,-11.0674824291359,-22.5090659566508,-22.52955303348,-14.2768767167335,1,0.851317009148805,0.386065144695803,-4.99904561073656,133.193106653832,-2
43752,131.211273410646,288.580489988354,0.03,0.03,218.733288562122,0.200012868922128,-11.1908898684401,-23.4165975156141,-23.4409251080844,-14.304114888044,1,0.211810480699297,0.524785281131275,-4.99983151992794,148.147153672738,0
43754,131.061795964845,288.246953893099,0.03,0.03,218.724847245488,0.200007951090797,-11.1908898684502,-23.4443808088112,-23.4687084028815,-14.3341122325624,1,0.435179394208906,0.50329288520805,-4.99989834962313,151.673188724215,0
43756,131.004825650878,288.113974282802,0.03,0.03,218.72157890497,0.200005306414995,-11.1908898684588,-23.4549698506947,-23.4792974454049,-14.3594932446708,1,0.056646257367169,0.548167859968357,-4.99996670834436,153.294960991623,0
43758,130.976813822754,288.051562502229,0.03,0.03,218.719996117139,0.200003818383398,-11.190889868466,-23.4601763942745,-23.4845039892579,-14.3810859077122,1,0.275775541203687,0.523034210034624,-4.9998343788194,153.817799038822,0
43760,130.962233427047,288.035005151887,0.0290951190670584,0.0290951190670584,216.532777391309,0.200002906702783,-11.3121960424985,-23.4635868992512,-23.4865135851981,-14.399920062671,1,0.989999164393891,0.380277146319079,-4.9999583045375,127.982547718113,2
43762,126.146496147715,290.305073300639,0.0272853572011751,0.0272853572011751,212.007589117816,0.200031637776554,-11.5548083905774,-24.3616074163644,-24.3824402318758,-14.4806102197264,1,0.359226352415308,0.486292114285277,-4.99978685162103,132.37218615989,0
43764,126.180034407793,290.958319798884,0.0272853572011751,0.0272853572011751,212.01512151674,0.200019208291363,-11.554808390602,-24.3551544035405,-24.3759872100938,-14.5538602779521,1,0.201722352713195,0.500987853381021,-4.99979542973483,135.305753428473,0
43766,126.100983802254,290.847846858653,0.0272853572011751,0.0272853572011751,212.011183017522,0.200012713712894,-11.5548083906225,-24.3703643437947,-24.3911971499513,-14.6147758015122,1,0.197329050976219,0.504130195651362,-4.9997980686183,138.965153557963,0
43768,126.036563561867,290.703490702544,0.0272853572011751,0.0272853572011751,212.007446101402,0.200009047269835,-11.5548083906399,-24.3827592896229,-24.4035920963191,-14.6668469530445,1,0.176472492592057,0.50382748996535,-4.99979946440646,141.065321535088,0
43770,126.002865096237,290.621659937151,0.0273845282676506,0.0273845282676506,211.962547592111,0.200006991222503,-11.5867497377057,-24.3891659856406,-24.41015308445,-14.7110618708879,1,0.205781882744514,0.479793044989786,-4.99982835861199,202.336876195887,0
43772,124.531096975948,288.647380700481,0.0283266533991685,0.0283266533991685,211.484396154121,0.200030499811748,-11.8901925347195,-24.6716125205718,-24.6940653960586,-14.8002874582293,1,0.0116154359792301,0.567078793890529,-4.99999343028158,237.768214465015,2
43774,124.270501892069,288.007046953008,0.0283266533991685,0.0283266533991685,211.4691798875,0.200019090354114,-11.8901925347449,-24.7217530027474,-24.7442058814382,-14.8757613667964,1,0.005616735920475,0.575258140821706,-4.99999962840335,248.23379093686,0
43776,124.136828503755,287.695053882687,0.0283266533991685,0.0283266533991685,211.461511868271,0.200012794133512,-11.8901925347664,-24.747472782549,-24.769925662648,-14.9401198839829,1,0.0021316982962226,0.580934090591601,-4.99999847233354,253.358348164684,2
43778,124.071833353844,287.54483665816,0.0283266533991685,0.0283266533991685,211.457794208947,0.20000927583725,-11.8901925347848,-24.7599783453009,-24.7824312260559,-14.9948519012781,1,0.272479671572692,0.540599036466001,-4.99954252989049,256.02929185367,0
43780,124.040313242984,287.469544440946,0.0284860197421048,0.0284860197421048,211.093152729222,0.200504497885345,-11.8622262793019,-24.7659130313424,-24.7886259599844,-15.0421730377989,1,0.989959997841952,0.401988440298903,-4.99976277800824,317.700523314928,2
43782,120.060533983767,286.622740212995,0.03,0.03,207.50226003659,0.210431114102249,-11.5965468519588,-25.5360630955258,-25.562133486662,-15.0606520760017,1,0.911135714960717,0.438945401902724,-4.99919869296243,282.960072908464,2
43784,120.264792880279,287.22676234635,0.03,0.03,207.513941624534,0.210439022987968,-11.5965468519662,-25.4953779047743,-25.5214482920799,-15.0859796903654,1,0.194404766935609,0.557206924450163,-4.99983553065714,273.429498676201,2
43786,120.359795251563,287.474303480076,0.03,0.03,207.519113140646,0.210442616853574,-11.596546851973,-25.4764549118875,-25.5025252978836,-15.1086779278152,1,0.10622961633245,0.568607119141808,-4.99983189471215,270.083266734134,0
43788,120.396600602524,287.568859361175,0.03,0.03,207.521105411321,0.210443931589218,-11.5965468519789,-25.4691238591314,-25.4951942446497,-15.128305942919,1,0.128452414819589,0.564577177019051,-4.99982878947679,268.55285454394,0
43790,120.413530245916,287.612443502442,0.03,0.03,205.430055340906,0.207709262575247,-11.6265450957471,-25.4657517378071,-25.4918221231043,-15.145744143962,1,0.989808922750961,0.406372633236282,-4.99919414612749,379.668676745735,2
43792,115.734778067993,285.917075643311,0.03,0.03,203.360618771812,0.200011981477646,-11.6538162265723,-26.3976863279706,-26.4241252000073,-15.2040009921907,1,0.517248764918971,0.535210454901852,-4.99983967906357,375.448487547432,0
43794,115.726341293736,286.02393215388,0.03,0.03,203.361120262931,0.200009190256585,-11.6538162265911,-26.3993668030062,-26.4258649366568,-15.2612784355088,1,0.172471021859093,0.608559638132487,-4.99984270971457,376.741094725888,0
43796,115.708349457262,285.991953474181,0.03,0.03,203.360259772285,0.20000735500673,-11.6538162266073,-26.4029504967876,-26.4295750127518,-15.3106324951425,1,0.742434617754176,0.48988057333729,-4.99921686529807,378.595831523793,0
43798,115.692924388196,285.955631970165,0.03,0.03,203.359455807196,0.200006099449964,-11.653816226621,-26.4060229303746,-26.4327557987458,-15.3524536616582,1,0.260057485438348,0.592272058030688,-4.9998422475914,379.445014242771,0
43800,115.681414827806,285.927908471029,0.03,0.03,201.614640199017,0.221943137628552,-11.3505269968822,-26.4083154555939,-26.4351291721423,-15.3897571510209,1,0.79827715977912,0.426237073075995,-4.99941092043497,114.959933197187,-2
43802,117.527931853914,294.176271976655,0.03,0.03,201.191407164689,0.257548287148641,-11.2557491120185,-26.0405180045073,-26.0665884206406,-15.2876183678599,1,0.00611557950960123,0.432800618126219,-4.99999628159132,73.7513674806316,0
43804,118.081845908775,296.118623015767,0.03,0.03,201.223849109959,0.257564240999426,-11.2557491120018,-25.9301869543362,-25.9562573559393,-15.2043318509737,1,0.869258477502174,0.350481478839206,-4.99802344347079,64.8391879018251,2
43806,118.248066255468,296.640641984158,0.03,0.03,201.233110229182,0.257571585379312,-11.2557491119882,-25.897078450338,-25.9231488486268,-15.1359441308128,1,0.943175917580237,0.344716432693769,-4.99980396633666,61.583605447016,0
43808,118.304853992868,296.805316653808,0.03,0.03,201.236168903355,0.257575175944397,-11.255749111977,-25.8857672174647,-25.9118376148493,-15.0806266422206,1,0.928289462874036,0.346518781846231,-4.99999919175523,60.1641042685155,2
43810,118.330432520526,296.902129839248,0.0288954330861381,0.0288954330861381,201.298071044936,0.279537694628193,-11.2639048274357,-25.8815949713032,-25.9058201719085,-15.0339122216133,1,0.989999832484644,0.405259918944925,-4.98440926018181,121.39980605162,-2
43812,125.196517529242,311.014517275248,0.02768040948089,0.02768040948089,201.713976536604,0.349784993446261,-11.2728761140829,-24.5440868053305,-24.5655271214418,-14.8358153569416,1,0.494446107501775,0.262334147520384,-3.02555426057945,4.28757829246205e-06,0
43814,125.618011066272,313.085935197294,0.02768040948089,0.02768040948089,201.746517894621,0.349790364332505,-11.2728761140648,-24.462988239641,-24.4844285378889,-14.6699776705502,1,0.49151954152935,0.258926790421527,-2.96921433527204,1.53780805716881e-05,0
43816,125.705874376937,313.483836892621,0.02768040948089,0.02768040948089,201.75298713261,0.349795155320848,-11.2728761140507,-24.4460826694208,-24.4675229644955,-14.5404247657057,1,0.881629013057238,0.258100921921545,-2.95571527001135,1.99547020443697e-05,2
43818,125.733871414745,313.58014584351,0.02768040948089,0.02768040948089,201.754762741212,0.349798925746057,-11.2728761140399,-24.440695825878,-24.4621361203759,-14.4420470474501,1,0.899906573459495,0.257793453873889,-2.94709438363976,0.00357934550118355,0
43820,125.749990675289,313.61766146136,0.027887882071076,0.027887882071076,201.740095387742,0.355178669851175,-11.2064852055165,-24.4374328487825,-24.4591961598736,-14.3633867613899,1,0.922667001597321,0.258637893479566,-2.77066850760155,0.00216986619343874,0
43822,126.318550168876,314.865013136205,0.0279708711071503,0.0279708711071503,201.762930338805,0.364848633071283,-11.1799288420731,-24.3279730583373,-24.349865575301,-14.268886654917,1,0.498911615513505,0.253233252360407,-2.71886354285752,0.000140204642141011,0
43824,126.425813392728,315.240177562888,0.0279708711071503,0.0279708711071503,201.769750613023,0.364855324301349,-11.1799288420659,-24.3076579459706,-24.3292273109508,-14.1969132878397,1,0.495790556283197,0.252558106918354,-2.70273748196582,9.47591957809473e-06,0
43826,126.461849901067,315.358707236541,0.0279708711071503,0.0279708711071503,201.771994488226,0.364858460618712,-11.1799288420605,-24.3009598595092,-24.3222936112635,-14.1426203399734,1,0.51609793917159,0.251752228031141,-2.697384596462,0.00172328262252998,0
43828,126.477520158452,315.404330922054,0.0279708711071503,0.0279708711071503,201.772915490798,0.364860393377733,-11.1799288420563,-24.2980472371434,-24.3192785339887,-14.1009483854379,1,0.495715164481554,0.25234911732522,-2.69202384336766,2.25238436296313e-05,0
43830,126.485111637025,315.441763019711,0.027259154303057,0.027259154303057,203.850968873991,0.35553077157587,-11.0374360008626,-24.2971502635873,-24.3172943754066,-14.06857116166,1,0.98488965862114,0.279520238131843,-2.98714990529448,0.00829872931163651,0
43832,133.077877510269,313.179301119306,0.0254798622928237,0.0254798622928237,209.258847063445,0.299508834297252,-10.6812038980349,-23.0791592034362,-23.0961137606129,-13.9572291058608,1,0.518891945647304,0.279136820258177,-2.98602474047807,0.000331079690411656,0
43834,133.137600683184,312.283041574843,0.0254798622928237,0.0254798622928237,209.250561449579,0.299531254574032,-10.6812038980207,-23.0684352276684,-23.0853897968284,-13.8623015096998,1,0.530883386834237,0.279869532961051,-2.97661615282504,1.60905586121311e-05,0
43836,133.228636553837,312.380473948571,0.0254798622928237,0.0254798622928237,209.254921192818,0.299540201054051,-10.6812038980096,-23.0520887092172,-23.0690432791334,-13.7885745364467,1,0.519151905503581,0.279025452507627,-2.96078751513015,0.0017771028380428,0
43838,133.281777439283,312.503327425862,0.0254798622928237,0.0254798622928237,209.258231920367,0.299544088056905,-10.6812038980011,-23.0425466636541,-23.0595012331588,-13.7312496980147,1,0.531414485869149,0.280705455263722,-2.95441197177339,0.00517543598449037,0
43840,133.309488592925,312.591180964264,0.0246458599793016,0.0246458599793016,207.729377222962,0.31120678177897,-10.5188368364285,-23.0381017880093,-23.0539944079941,-13.6839599711441,1,0.496429197960596,0.301075796773325,-1.77542595293229,1.54737846545164e-08,2
43842,135.256817811379,324.506211794591,0.0232906062198283,0.0232906062198283,205.47473400136,0.360718027355849,-10.2549903612056,-22.6892996726771,-22.7034666430195,-13.4823426749393,1,0.516545241765001,0.240060420229564,-1.44456265471843,0.000247795584940429,0
43844,136.218048723364,328.304708558606,0.0232906062198283,0.0232906062198283,205.561395444225,0.360740559731844,-10.2549903611899,-22.5166998256747,-22.5308667712198,-13.3300961515812,1,0.495502856527678,0.233482306109267,-1.37100601704032,8.39206544670467e-07,0
43846,136.477044976012,329.292945035761,0.0232906062198283,0.0232906062198283,205.58430286874,0.360749489618176,-10.2549903611779,-22.4701941283779,-22.484361067749,-13.2132638270515,1,0.502550112712066,0.231789104899626,-1.35013187670561,0.000106475775730258,0
43848,136.559019117276,329.587544392157,0.0232906062198283,0.0232906062198283,205.591300451567,0.360754260523623,-10.2549903611686,-22.4554747469535,-22.4696416846054,-13.1232767755362,1,0.504514808796892,0.231312942478998,-1.34290102469552,0.000130602134787312,0
43850,136.587836234001,329.686539914692,0.0228897696147329,0.0228897696147329,204.477374751038,0.374071299510645,-10.1197070587272,-22.4505391551683,-22.4642283992725,-13.0527828957281,1,0.498550297876275,0.248132710458699,-0.646862861935528,4.79251908616612e-06,0
43852,138.345709927668,339.096073007458,0.022355320807939,0.022355320807939,203.193973052589,0.42285417350064,-9.9393293220467,-22.1367076471662,-22.149317549181,-12.8564096747423,1,0.494929449288062,0.206849760622298,-0.416550169731867,8.16088737553812e-09,2
43854,139.09350097685,342.250517769145,0.022355320807939,0.022355320807939,203.2689476511,0.422873069345709,-9.93932932203604,-22.0069848004103,-22.0195946828272,-12.7139842789656,1,0.497407074831734,0.201956131298692,-0.35776122858689,1.04116348379752e-05,0
43856,139.297952483362,343.085559610397,0.022355320807939,0.022355320807939,203.28906839523,0.422880476856079,-9.93932932202817,-21.9715176313438,-21.9841275087224,-12.6090591457589,1,0.591183801370478,0.200299131694418,-0.344098010432883,0.00183347137690062,0
43858,139.358807415053,343.318013365425,0.022355320807939,0.022355320807939,203.294809985876,0.422884582892873,-9.93932932202245,-21.9609608386512,-21.9735707147169,-12.532045901494,1,0.601355754138737,0.199939615455833,-0.338676735230792,0.00215757399199908,0
43860,139.381019803286,343.392511068047,0.0222015469102833,0.0222015469102833,203.350636424314,0.422402503393181,-9.93932879839572,-21.9571879974263,-21.9696369794707,-12.4740705377365,1,0.497795842414742,0.255004043489973,0.0193785423423868,4.83182309646507e-06,0
43862,143.298716082834,348.676248501367,0.0191260689571693,0.0191260689571693,204.69546044098,0.402520597270456,-9.93931832596257,-21.2791756038605,-21.288406699423,-12.4045332752803,1,0.508926601319468,0.195029026570528,0.0473913564081208,0.000143352492852812,0
43864,143.564306718384,349.067494679958,0.0191260689571693,0.0191260689571693,204.714372926903,0.402522621302907,-9.93931832595744,-21.2331023410265,-21.2423334302668,-12.3422164747483,0.995158849648932,0.495367775049514,0.191945404297947,0.0476236768151175,2.70245791123406e-11,2
43866,143.574891743135,349.070552200951,0.0191260689571693,0.0191260689571693,204.714855652398,0.402524755015008,-9.93931832595348,-21.2312661066956,-21.2404971958006,-12.2943999144224,0.994962364240192,0.495635332610163,0.191932801242844,0.0477015451618743,1.79917587591327e-11,2
43868,143.582488060666,349.072419133206,0.0191260689571693,0.0191260689571693,204.71519498328,0.402526302495386,-9.93931832595064,-21.229948337504,-21.239179426601,-12.2597983921185,0.99485829061874,0.49458402379304,0.191937676357077,0.0499813466969829,2.63038304184723e-11,2
43870,143.588390426853,349.102170583818,0.0176481567148651,0.0176481567148651,207.826406572132,0.413534339141547,-9.91079244352288,-21.2295547661047,-21.2375251751409,-12.232323590224,0.994767873881649,0.496456283004905,0.427506428888354,0.107321558997352,1.88599341004126e-10,2
43872,160.04851352307,351.503532567741,0.0146923322302566,0.0146923322302566,214.995602136096,0.468527734796703,-9.85374067860388,-18.5319133446951,-17.9923613746994,-11.9565324675953,0.928507020844906,0.494652504306449,0.162599940595243,0.100645080379775,2.95729182072448e-09,2
43874,160.485381258764,351.487972877376,0.0146923322302566,0.0146923322302566,215.016872708574,0.468541675880627,-9.85374067859151,-18.4635583634322,-17.996484166601,-11.7530567765824,0.934348342500258,0.494654629995054,0.158284898072133,0.100627473956715,3.54433545680011e-10,2
43876,160.534881799006,351.492887213705,0.0146923322302566,0.0146923322302566,215.019543930028,0.468549699250331,-9.85374067858277,-18.4558132081989,-17.9891325948393,-11.6100397486896,0.934112622573992,0.495393179263165,0.158034034561965,0.100804789526861,4.79389031352237e-10,2
43878,160.557250283043,351.496859139746,0.0146923322302566,0.0146923322302566,215.020819407319,0.468555086302253,-9.85374067857662,-18.4523132993378,-17.9837643996572,-11.508615336044,0.933840641069187,0.494421767913137,0.157998523555684,0.103229457168717,5.2616373103487e-09,2
43880,160.57244599044,351.52243000216,0.0128159066862587,0.0128159066862587,212.133446495643,0.465525072087833,-9.93460863927538,-18.4504981926278,-17.9532911009663,-11.4346566331461,0.933651137294956,0.494378686458584,0.146397780222327,0.164431300800276,3.86670031547408e-12,2
43882,160.809374281306,352.133977416317,0.0116611832745676,0.0116611832745676,210.406255763131,0.458764063890176,-9.98437353816924,-18.413773107875,-17.2314262184209,-11.3678100892148,0.854896013396461,0.493081472919894,0.130383084327909,0.166311460469767,8.07210452649369e-11,2
43884,160.473231622118,352.114079287743,0.0116611832745676,0.0116611832745676,210.384432058211,0.458761521518172,-9.98437353816609,-18.4663680309245,-17.2655299532746,-11.3181751561417,0.85131912300174,0.49477375566377,0.133781791420165,0.166275849083729,4.06668527638512e-10,2
43886,160.444073940023,352.110865019745,0.0116611832745676,0.0116611832745676,210.38245114024,0.458762410209005,-9.98437353816385,-18.4709302190492,-17.270217525513,-11.2827934057102,0.851083213856478,0.494884305954778,0.134118545097874,0.166280765447252,1.93349910655572e-10,2
43888,160.444837709923,352.110947150357,0.0116611832745676,0.0116611832745676,210.382502903652,0.458763534117343,-9.98437353816225,-18.4708107149816,-17.2700971685624,-11.2577210112212,0.851036140014485,0.494849339940038,0.134155282586169,0.167679964364039,3.50919516879116e-10,2
43890,160.448220936074,352.124882634988,0.0103164158618224,0.0103164158618224,212.618166839912,0.443843683453383,-10.3366205342698,-18.4706127047494,-17.2536471284815,-11.2391758432879,0.850999014266074,0.494807371117215,0.160545627227596,0.162472215540858,1.72159711551667e-08,2
43892,162.74984428592,352.204444118571,0.01,0.01,213.31902053814,0.421937822395152,-10.4195021804287,-18.1105647044714,-17.0828294697426,-11.3222514251781,0.866091096579751,0.494611203200578,0.132762413696502,0.157001164033132,4.00741374600553e-11,2
43894,162.57531932039,352.128048673275,0.01,0.01,213.300152120826,0.421917783868335,-10.4195021804332,-18.1378719404039,-17.1781324302797,-11.3823770253386,0.873214036427141,0.492197562991534,0.133993907779112,0.156015226204776,1.66323614780514e-13,2
43896,162.506281129239,352.113113603908,0.01,0.01,213.293896184683,0.421912176247322,-10.4195021804365,-18.1486740751441,-17.1979976683324,-11.4264707892053,0.874209250069963,0.494423182278533,0.134572718919535,0.155818039051459,9.2352798544861e-13,2
43898,162.483718373602,352.10933199203,0.01,0.01,213.291938586996,0.421909841682315,-10.419502180439,-18.1522043809433,-17.2032064394736,-11.4594575368805,0.874416914058268,0.495290625418579,0.134786030249633,0.155233465774411,4.92896170154644e-13,2
43900,162.477822824756,352.103584788065,0.0104422193468844,0.0104422193468844,212.733873440271,0.417442809533277,-10.3786735319494,-18.1530028707854,-17.21014572387,-11.4833183449024,0.874466031479503,0.495062654075583,-0.0869706844991697,0.0169269490837668,4.97792416192154e-09,2
43902,146.89551404823,349.095438943385,0.014643303142286,0.014643303142286,206.567738965432,0.328124825377546,-9.99080137136838,-20.6719498819897,-20.6771794133534,-11.5987498427518,1,0.495992576577421,0.204105121741163,0.0756894409749179,6.59170219281671e-07,0
43904,147.7097698403,349.879181269748,0.014643303142286,0.014643303142286,206.637212453376,0.328134839772589,-9.99080137138177,-20.5354791622992,-20.3239542005471,-11.7068168681554,0.968157997033462,0.495089174668479,0.193048204969668,0.0767013176605727,2.2494605663486e-14,2
43906,147.796626596323,349.900924003133,0.014643303142286,0.014643303142286,206.642364324038,0.32813682152856,-9.99080137139194,-20.5209218140725,-20.295291849011,-11.7889795611901,0.96704639523434,0.495013547250356,0.192094819520338,0.0768390406939137,1.7541022388434e-13,2
43908,147.816223123972,349.904725289324,0.014643303142286,0.014643303142286,206.643486158626,0.328135929585086,-9.99080137139997,-20.5176374008092,-20.2901241243646,-11.8537416512968,0.96690479231158,0.494913224759903,0.191753574228556,0.0737224136959769,2.83761578006714e-12,2
43910,147.81413967928,349.867203967219,0.0166917272665841,0.0166917272665841,205.640287455178,0.316929698158799,-10.0395357223059,-20.5171482435567,-20.3345662609999,-11.905027186848,0.966958946100983,0.494908246038778,0.0371380930522478,-0.755066781491097,6.01807556808618e-09,2
43912,137.187546377444,337.316822067452,0.018944993803312,0.018944993803312,203.849274007557,0.281102401495084,-10.0931435084059,-22.3450115504932,-22.3543865539039,-12.0763995561093,1,0.495430688893701,0.230322167532958,-0.921345111628542,1.03175349142207e-07,0
43914,136.44021331775,334.958748032557,0.018944993803312,0.018944993803312,203.770022108799,0.281094339413201,-10.0931435084326,-22.47920362947,-22.4885786465568,-12.2344953433266,1,0.495569918196446,0.238123459411978,-0.96881117789089,6.60603704498415e-08,0
43916,136.241361460492,334.278439477574,0.018944993803312,0.018944993803312,203.747881791773,0.281089063345941,-10.0931435084545,-22.5149097228811,-22.5242847438617,-12.364185602243,1,0.495927333255113,0.239716577441524,-0.985667164842259,4.64763550688769e-08,2
43918,136.165007770264,334.036289263284,0.018944993803312,0.018944993803312,203.739788159178,0.281085250139426,-10.0931435084726,-22.5286198891172,-22.5379949113534,-12.4706447949254,1,0.495455858293007,0.240241599175459,-0.993670349407753,9.71595885614396e-07,2
43920,136.13187986026,333.922650274361,0.0199293553095112,0.0199293553095112,203.495176577171,0.261779795004694,-10.1539335252821,-22.534054928449,-22.5444568523157,-12.5577052589631,1,0.503657782174611,0.103981258006354,-2.22267867128211,0.000139134415039543,0
43922,127.726000957314,317.983850168841,0.0210121529663303,0.0210121529663303,202.656659499053,0.200033071877231,-10.220802544199,-24.0705987408622,-24.0825353874644,-12.7319912975874,1,0.513625715352944,0.294688211512993,-2.63695776974821,0.000403054529534112,0
43924,126.661157215867,314.345870607673,0.0210121529663303,0.0210121529663303,202.558321409075,0.200026557960645,-10.2208025442543,-24.2685206735114,-24.2804573437861,-12.8974564125986,1,0.526320189723122,0.30706217878559,-2.75856344409763,0.00159976361583685,0
43926,126.363585874519,313.381505339531,0.0210121529663303,0.0210121529663303,202.53177677618,0.200021737649506,-10.2208025443028,-24.3240973338194,-24.3364323841335,-13.0425207417645,1,0.870744174934708,0.312923696744232,-2.79366340523031,0.00386231611167476,0
43928,126.272238230249,313.0948644869,0.0210121529663303,0.0210121529663303,202.52383496084,0.200018150790545,-10.2208025443444,-24.3416518056541,-24.3540083691496,-13.1671696138175,1,0.847955060385891,0.312684754576451,-2.79687437030087,0.00998707013306304,0
43930,126.230935028933,313.0004500586,0.0198470356037835,0.0198470356037835,205.890658479791,0.210937455379185,-10.0874104660834,-24.3502505297251,-24.3613037476438,-13.2762278596634,1,0.832195825725742,0.403914887997219,-1.92943241835446,0.0103528274766855,0
43932,137.286896004428,322.392539542076,0.0189731975818734,0.0189731975818734,209.068748786661,0.238204719543734,-9.98736640702902,-22.327158234816,-22.3365611758661,-13.2436849487374,1,0.48711959046916,0.283219378630959,-1.83206534195816,1.94530442605987e-05,0
43934,137.894932034964,323.469609742334,0.0189731975818734,0.0189731975818734,209.116023595066,0.238213200524617,-9.98736640701769,-22.2179785046586,-22.2273814419805,-13.1959634170327,1,0.491794536311683,0.2752645694863,-1.80268520060869,8.56873544398154e-06,0
43936,138.032567048949,323.851151907311,0.0189731975818734,0.0189731975818734,209.129655856648,0.238217364345243,-9.9873664070082,-22.1932645853386,-22.20266752088,-13.155877617584,1,0.493418498114268,0.274199475865356,-1.78964560939361,5.46975093577698e-06,2
43938,138.096270825473,324.024607327121,0.0189731975818734,0.0189731975818734,209.135901620918,0.238219608527713,-9.98736640700024,-22.1818258536518,-22.1912287884022,-13.1221807726095,1,0.493453048788398,0.273706055790415,-1.77963983265625,1.17264707115273e-06,2
43940,138.1242875096,324.155260768806,0.0153507018756574,0.0153507018756574,210.848085213813,0.26170161573119,-10.2577362536342,-22.1784415308358,-22.1845835084688,-13.0937998376888,1,0.49809178491338,0.408148749603134,-0.969351550256068,4.48758482249795e-05,0
43942,147.131719116247,337.131306097532,0.0151695770903466,0.0151695770903466,211.802386735258,0.287532150823542,-10.2712547457438,-20.632170318405,-20.6377821897998,-13.0056942157656,1,0.49706873098946,0.236901516323664,-0.799639551805051,5.59574791869199e-06,0
43944,147.994469748034,339.440061612978,0.0151695770903466,0.0151695770903466,211.923591820576,0.287523534524905,-10.2712547457285,-20.4875717703614,-20.4931836274698,-12.910383586576,1,0.496884381825867,0.224469437703691,-0.765600111795541,4.7299156587464e-06,0
43946,148.127755947472,339.88978043583,0.0151695770903466,0.0151695770903466,211.945586001921,0.287522284874927,-10.2712547457155,-20.4652327655119,-20.4708446195656,-12.8299142279376,1,0.506972418496346,0.222280839501175,-0.758539634333419,0.000136209209410718,0
43948,148.150382476467,339.975977811307,0.0151695770903466,0.0151695770903466,211.949661469421,0.287523059703044,-10.2712547457048,-20.4614405189322,-20.4670523723624,-12.7635493992029,1,0.498921860031525,0.222124005140033,-0.756688601462806,1.28808914714957e-05,0
43950,148.153473641718,340.00120422434,0.0139038662260156,0.0139038662260156,207.390917931052,0.263470695449007,-10.3436405862574,-20.4613687597503,-20.4660879618501,-12.7093333910893,1,0.502873752479028,0.0976165065344733,-0.740968154475273,0.00138330303910577,0
43952,142.231020197048,338.899332879884,0.0137706335034544,0.0137706335034544,206.559664184291,0.234373539761296,-10.3512601486206,-21.4666157405422,-21.4714030914683,-12.7366773495316,1,0.496140524660348,0.231779267626491,-0.63640676186703,1.1158141221633e-07,2
43954,142.127327983983,340.205563583662,0.0137706335034544,0.0137706335034544,206.606162961261,0.234370042893202,-10.3512601486292,-21.484603724692,-21.4893910663673,-12.772138302233,1,0.496435557384804,0.237150204071613,-0.602649996316729,1.11491123067713e-10,2
43956,142.251520240994,340.663435143337,0.0137706335034544,0.0137706335034544,206.630977000929,0.234368044963165,-10.3512601486362,-21.4630595068584,-21.467846845635,-12.8008023039979,1,0.495837735228205,0.235551378583564,-0.593183787332717,2.79446671985684e-08,2
43958,142.291867517982,340.792507296793,0.0137706335034544,0.0137706335034544,206.638260178106,0.234366867477274,-10.351260148642,-21.4560602739704,-21.4608476118902,-12.8245828448268,1,0.495814211807515,0.234788196421059,-0.590624830894297,1.38000525930063e-07,2
