Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef
88592,167.842996957639,352.343244575609,0.0147115277206508,0.0147115277206508,221.325996728665,0.294979286492422,-7.23065869283262,-17.3279902062395,-16.7525996066764,-9.56192807444806,0.935778315562748,0.494869064226821,0.201800731900555,0.0803144516144219,1.79714686561472e-10,2
88594,167.697792361992,352.252898632749,0.0147115277206508,0.0147115277206508,221.314968465758,0.294967336781066,-7.23065869282727,-17.3499434950372,-16.8622752450985,-9.52676318904907,0.942846455128911,0.494975072036894,0.202013742852724,0.0792090871977508,7.79876028955085e-10,2
88596,167.589508436055,352.229169933314,0.0147115277206508,0.0147115277206508,221.308518849721,0.294963753374344,-7.23065869282296,-17.366314797816,-16.8933209058241,-9.49858493512333,0.944087926307375,0.49497383915403,0.203043048316446,0.0789261608769785,2.99079586903909e-13,2
88598,167.554419209736,352.222312415539,0.0147115277206508,0.0147115277206508,221.306462584118,0.294962978826719,-7.23065869281955,-17.3716198913003,-16.9024114131357,-9.47606892661546,0.944422139614423,0.494989589682309,0.203417300698478,0.0779423927203089,1.76769061590278e-13,2
88600,167.545337642186,352.209750388385,0.0154735088750471,0.0154735088750471,221.025144136757,0.290518836279715,-7.29877831761315,-17.3727113944832,-16.9173632287997,-9.4574843549975,0.944500265813112,0.494457098754473,0.0125535571965908,-0.630967587896712,4.64669441178114e-09,2
88602,156.063744554515,340.952249449325,0.0189024240698308,0.0189024240698308,219.006402338736,0.246131986634996,-7.60531662935729,-19.1628803281453,-19.1712970259454,-9.62249935425631,1,0.495369551964483,0.248649422887151,-0.806450368953958,3.30208063365846e-07,2
88604,155.096648689691,338.412661389216,0.0189024240698308,0.0189024240698308,218.905099678113,0.246115367190692,-7.6053166293909,-19.3194867245547,-19.3279034339239,-9.77452130183715,1,0.495331653050863,0.258091350941309,-0.864561343314673,7.07918285712741e-07,2
88606,154.757954323899,337.472383400605,0.0189024240698308,0.0189024240698308,218.86851227423,0.246106634264702,-7.60531662941905,-19.374333101151,-19.3827498147869,-9.9019862648918,1,0.495635699278085,0.260871674580469,-0.887240631576032,1.80474259566808e-07,2
88608,154.617675273744,337.10139152838,0.0189024240698308,0.0189024240698308,218.853810531021,0.24610162716399,-7.60531662944232,-19.397049149665,-19.4054658648826,-10.007463553576,1,0.496660803615414,0.261839709161148,-0.897120490186189,3.16699492653699e-06,0
88610,154.548803701104,336.938824407509,0.0183089441574368,0.0183089441574368,215.468879672626,0.234869655507708,-7.49879783480475,-19.4084611848693,-19.4163592279267,-10.097433023459,1,0.495381402696714,0.168000149509422,-0.900121533698375,1.39844903616316e-06,2
88612,149.712648206975,335.601077191583,0.0182152368028482,0.0182152368028482,214.699261588467,0.220093676760359,-7.48197907792228,-20.1983630495223,-20.2064527579742,-10.1862416796826,1,0.495737537106899,0.271903386415123,-0.847368527297417,9.47378230725218e-08,2
88614,149.808295706819,336.428876039743,0.0182152368028482,0.0182152368028482,214.723738550229,0.220095325599876,-7.48197907794599,-20.1823323594434,-20.1904220625841,-10.2723819647147,1,0.49564436435565,0.272395896919973,-0.829011879218967,2.73988541994562e-08,2
88616,149.904760184346,336.735242031112,0.0182152368028482,0.0182152368028482,214.735400665279,0.220095135496421,-7.48197907796612,-20.1661647405957,-20.1742544421093,-10.3454707581884,1,0.495606867301719,0.271298189212001,-0.823210837445057,2.56946447865643e-08,2
88618,149.934301928715,336.831683955169,0.0182152368028482,0.0182152368028482,214.739038050808,0.220094335665501,-7.48197907798322,-20.1612134914562,-20.1693031924359,-10.4074676453753,1,0.495619028790437,0.270846520654564,-0.821748858635577,2.67786445739977e-08,2
88620,149.938273815719,336.855175007538,0.018013383314877,0.018013383314877,213.674783184191,0.215071059543481,-7.64707252360006,-20.16063640499,-20.1685488881131,-10.4609671189693,1,0.49524949831085,0.197606133237961,-0.93008008522218,2.53669576552782e-08,0
88622,146.347934354331,334.516505669521,0.0178115298269059,0.0178115298269059,212.397507998554,0.200034439197151,-7.81216596939344,-20.7624723473735,-20.770207628016,-10.5745732739217,1,0.493529481126611,0.278070283933246,-0.972557142871501,2.05547403018012e-07,2
88624,145.965983775234,333.96131317461,0.0178115298269059,0.0178115298269059,212.367163708634,0.200022753404704,-7.81216596942744,-20.8264879500984,-20.834223231193,-10.6759202594481,1,0.494205731717029,0.28131756572946,-0.995117799170723,2.01594868806782e-08,2
88626,145.785504625017,333.572577686276,0.0178115298269059,0.0178115298269059,212.34965762659,0.200016220480786,-7.81216596945635,-20.8567365792236,-20.8644718614179,-10.7623026028295,1,0.493797764963591,0.282327652661168,-1.00917685434231,2.67381341345228e-08,2
88628,145.679941258622,333.331574761238,0.0178115298269059,0.0178115298269059,212.339081544147,0.200012352433001,-7.81216596948108,-20.8744291886034,-20.8821644715882,-10.8361594285241,1,0.493755999900326,0.282840570840291,-1.0190780287423,2.08443433166004e-09,2
88630,145.615473490674,333.164252249807,0.0188881401180686,0.0188881401180686,207.739899048507,0.200009773662142,-8.06881136813746,-20.8847526685876,-20.8934508189582,-10.9011215584512,1,0.481962989448342,0.15887370229338,-1.11963238089523,0.0128783944652581,0
88632,139.258899314924,330.52911258514,0.0188881401180686,0.0188881401180686,207.431523861005,0.200032507188854,-8.06881136817612,-21.9800958201515,-21.9890987962631,-11.0192389832228,1,0.492951934229595,0.283934630520943,-1.11032979118704,1.09127357759344e-06,2
88634,138.986105080231,330.593363552852,0.0188881401180686,0.0188881401180686,207.421945602104,0.200022387633522,-8.0688113682134,-22.0274187305397,-22.0364217028174,-11.1304899928796,1,0.493088164633838,0.286961146664215,-1.11990116876932,1.09806871957464e-06,2
88636,138.891050260667,330.429035507502,0.0188881401180686,0.0188881401180686,207.414583778473,0.200016439963261,-8.06881136824527,-22.0439083405004,-22.0529113127516,-11.2256672943894,1,0.497867998184576,0.287084492212134,-1.12957743013638,3.72235773260562e-06,2
88638,138.819254561187,330.266933872191,0.0188881401180686,0.0188881401180686,207.408207341755,0.200012898178566,-8.06881136827217,-22.0563630804538,-22.0653660531539,-11.3061251676967,1,0.495606346975923,0.287227815632756,-1.13783811783748,1.9068115753882e-07,2
88640,138.768066481307,330.133353880505,0.0196736290347336,0.0196736290347336,209.506032877208,0.200010382523403,-8.17498031805536,-22.0648609130634,-22.074627898066,-11.3771813000685,1,0.495008829478744,0.321185953827059,-1.31901626586238,5.7623922308947e-07,0
88642,139.853331487592,327.80914065561,0.0196736290347336,0.0196736290347336,209.503106937261,0.200015429009102,-8.17498031807892,-21.8765948563643,-21.886361828877,-11.448514003833,1,0.496200820356159,0.291253886575957,-1.39874383436955,1.11770423373567e-06,2
88644,139.501519120911,326.570101750301,0.0196736290347336,0.0196736290347336,209.464367952255,0.200011085350093,-8.17498031809846,-21.9376254108807,-21.9473923908372,-11.5067189878539,1,0.495289153446439,0.294814557490191,-1.42395046329999,1.82747633074701e-06,2
88646,139.368002739312,326.176924125129,0.0196736290347336,0.0196736290347336,209.451221166422,0.200008511320423,-8.17498031811516,-21.9607871292392,-21.9705541111901,-11.5567098006208,1,0.495883230617434,0.295972268090282,-1.43455127529489,5.33726133310355e-08,2
88648,139.310466731609,326.013441922169,0.0196736290347336,0.0196736290347336,209.445676412736,0.200006749422612,-8.17498031812974,-21.9707681727294,-21.9805351554576,-11.600318163439,1,0.495865486828543,0.296450546228882,-1.43938781960959,5.13747194980318e-08,2
88650,139.284721439857,325.938609082159,0.020243615390276,0.020243615390276,207.163076014684,0.200005480351649,-8.27302528073486,-21.9749424688949,-21.9852931747897,-11.6390006033638,1,0.482480251163617,0.152463791838112,-1.56536478769927,3.72742866448834e-12,0
88652,132.407643205822,323.154135494314,0.0209275990169269,0.0209275990169269,204.131032630999,0.200026868985981,-8.39067923587672,-23.2022651398951,-23.2137040923888,-11.7340752077667,1,0.497031180457381,0.298691853788575,-1.5659734450729,4.53587711960009e-05,0
88654,132.245537102221,323.293901801521,0.0209275990169269,0.0209275990169269,204.127383587595,0.200018535117772,-8.3906792359077,-23.2313731223896,-23.2428120709931,-11.826292640168,1,0.49541229810769,0.299947391631557,-1.57421876754179,9.06674577499543e-06,0
88656,132.17479239266,323.180926709765,0.0209275990169269,0.0209275990169269,204.122845055988,0.200013591975914,-8.39067923593412,-23.2440761335573,-23.2555929525873,-11.9051864223669,1,0.496247792711882,0.300074407619317,-1.58352684736697,8.47326440943037e-07,2
88658,132.121655952604,323.052351222552,0.0209275990169269,0.0209275990169269,204.118700441473,0.200010652287193,-8.3906792359565,-23.2536834470399,-23.2654693948616,-11.9720991787039,1,0.499231489674066,0.300210164056009,-1.5904496307582,7.2263954715503e-06,2
88660,132.086332521623,322.955348906805,0.0212022610326861,0.0212022610326861,204.752123802708,0.200008603149848,-8.30023777867337,-23.260033180401,-23.2721958926232,-12.0307844972188,1,0.497506692958052,0.351669147231537,-1.83900511464231,6.59497690856978e-06,0
88662,134.461329429418,319.932331052537,0.0224382401036023,0.0224382401036023,207.659089106209,0.199970546322989,-7.89325122080613,-22.832647428397,-22.8457967221878,-12.012830064722,1,0.496802509173799,0.310429727258981,-1.8392297735497,1.22283176162133e-05,0
88664,134.480209239008,319.28108245658,0.0224382401036023,0.0224382401036023,207.650010887845,0.199985411015752,-7.89325122080091,-22.8292573412111,-22.8424066435674,-11.9983222217156,1,0.501426409909098,0.312739199587688,-1.82838372105264,6.82590093831525e-05,0
88666,134.600494333144,319.440464050729,0.0224382401036023,0.0224382401036023,207.656789099,0.199992796838814,-7.89325122079742,-22.8076587946182,-22.8208080976051,-11.9884964588704,1,0.498106519126031,0.312706029607567,-1.81208068341043,3.38861425298526e-05,0
88668,134.691951340754,319.650328755929,0.0224382401036023,0.0224382401036023,207.663273145854,0.199996296102116,-7.89325122079485,-22.7912366569623,-22.804385959327,-11.9811734914223,1,0.496090049605308,0.312425797207017,-1.80486476349657,3.15088418411964e-07,0
88670,134.747062026791,319.752348942017,0.0243465204129754,0.0243465204129754,204.484102676663,0.213583667122414,-7.83873019408817,-22.7801425444387,-22.795688580456,-11.9751489686728,1,0.582099367457484,0.23384392897618,-1.64952711876937,2.50617213714864e-05,2
88672,129.607295090862,321.164729099,0.0256676375502336,0.0256676375502336,202.135082671728,0.245966992795449,-7.800984867429,-23.7179870202289,-23.7357968117718,-11.9420939534291,1,0.495724498237793,0.289034001776898,-1.54208929396809,5.47513332509218e-07,0
88674,129.885489424946,322.541528146316,0.0256676375502336,0.0256676375502336,202.159431338634,0.245970780783596,-7.80098486742532,-23.6662791913184,-23.6840889724419,-11.9255700067656,1,0.495391450759345,0.286735279067344,-1.51744385799777,1.44234044110909e-06,0
88676,129.968625897478,322.875692312611,0.0256676375502336,0.0256676375502336,202.165846956032,0.245972535692482,-7.8009848674222,-23.6508266601478,-23.6686364390274,-11.9115824616597,1,0.541843107093298,0.286316499882921,-1.51299638080801,0.00134556514530601,0
88678,129.995510970253,322.972483239255,0.0256676375502336,0.0256676375502336,202.167797285344,0.245973445669556,-7.80098486741959,-23.6458295461421,-23.6636393244452,-11.8998763221143,1,0.496372934485811,0.285916067037215,-1.5074607534478,7.11553375450758e-06,0
88680,130.004775042352,323.012754058406,0.0252084175192956,0.0252084175192956,202.542480952994,0.260118079259394,-7.74450522586113,-23.6444199218176,-23.6616051323816,-11.8900871378112,1,0.497064030312561,0.379644022566834,-0.814894674226683,1.00705149987964e-05,0
88682,136.422975942057,334.313729015965,0.02465735348217,0.02465735348217,203.343156415245,0.308172628950936,-7.67672965563566,-22.4790473503023,-22.494925256443,-11.7420778566664,1,0.495508574152523,0.248432819912435,-0.683178396558071,2.42184938830872e-06,2
88684,136.907341269676,336.460389351959,0.02465735348217,0.02465735348217,203.386100011326,0.308181556041307,-7.67672965561766,-22.3920740960377,-22.4079519877577,-11.6142361256102,1,0.495468036724971,0.244826908497935,-0.650402540703526,2.32813948203473e-07,2
88686,137.040010144075,337.01680056098,0.02465735348217,0.02465735348217,203.397476701286,0.308186573898354,-7.67672965560332,-22.3682519039795,-22.3841297922239,-11.5124797864153,1,0.51592654783546,0.244060109621822,-0.639577476960529,4.42281030630761e-06,2
88688,137.090596013778,337.200019151707,0.02465735348217,0.02465735348217,203.401448073832,0.308189928301077,-7.67672965559179,-22.359168640616,-22.3750465278787,-11.430661473535,1,0.517931699388967,0.24382643770853,-0.63595600273259,1.329451777647e-06,2
88690,137.113872952713,337.263715148414,0.024827468732826,0.024827468732826,205.501716352503,0.284455679189859,-7.67691571544053,-22.3548788504182,-22.3709770438639,-11.3655575642981,1,0.520706695491971,0.220953030334713,-1.43494316214013,0.000461019451036291,0
88692,134.80456291008,324.490537640007,0.024945240829434,0.024945240829434,206.717864790921,0.227878363894538,-7.67704452655181,-22.7694652803603,-22.7857159793513,-11.4079835928983,1,0.496477351220206,0.291553811386007,-1.64844541164954,8.48533621912568e-05,0
88694,134.182650828115,321.435299805733,0.024945240829434,0.024945240829434,206.659221262167,0.227877928587713,-7.677044526562,-22.8811366024787,-22.8973873245747,-11.4475832468102,1,0.49590471578425,0.298175284709562,-1.69485068845434,3.7231605898554e-06,0
88696,134.034500519177,320.791472855814,0.024945240829434,0.024945240829434,206.646294541208,0.227877153892638,-7.6770445265711,-22.9077386602317,-22.9239893870263,-11.4829016977233,1,0.541245760987164,0.299230314988498,-1.70326538289841,0.00110278378850513,0
88698,134.00158251092,320.661405378498,0.024945240829434,0.024945240829434,206.6435812229,0.227876405616261,-7.67704452657881,-22.9136494597076,-22.929900187389,-11.5128806507031,1,0.495884259441085,0.299961480435384,-1.71227620965592,7.38264567579534e-07,0
88700,133.991357893239,320.555304709116,0.0279845099480197,0.0279845099480197,206.507666833965,0.219767203471676,-7.89985438781133,-22.9133796665522,-22.9338418715585,-11.5387249263862,1,0.874417553275782,0.303263228104373,-2.57236557184004,0.017555817302169,0
88702,129.141513550947,311.189526161877,0.0281292370489047,0.0281292370489047,206.254350676493,0.210913295027293,-7.91046438138964,-23.8027721516542,-23.8241608185669,-11.6415320681451,1,0.892988532363617,0.333700001532088,-2.80593848766033,4.22809120583689e-05,2
88704,128.662373214016,309.347633514234,0.0281292370489047,0.0281292370489047,206.221333963953,0.210904193131143,-7.91046438141777,-23.8918297067426,-23.9132183868071,-11.7347076724512,1,0.531473506691045,0.3355229170534,-2.86960659256673,0.0248905474757619,0
88706,128.513770758515,308.867225352476,0.0281292370489047,0.0281292370489047,206.211934707008,0.21089903948034,-7.91046438144164,-23.9194503653038,-23.9408390482692,-11.8139799878948,1,0.896198756685952,0.334552736594106,-2.90721767077452,0.0200486142774999,0
88708,128.453281473459,308.699371660166,0.0281292370489047,0.0281292370489047,206.208364638845,0.210895879621669,-7.91046438146199,-23.9306934764047,-23.9520821601753,-11.8814887561406,1,0.499442718065451,0.333890218975999,-2.90138032258453,3.28319094700849e-05,0
88710,128.422838048317,308.619729144091,0.0282993064080952,0.0282993064080952,206.525595594222,0.210398903766476,-7.93257922093835,-23.9362183921987,-23.9578742511238,-11.9399956492499,1,0.957148230317745,0.338078928415319,-3.63600004759639,0.00116375048462966,0
